No.,Title,Link
15,Impact of genome architecture on the functional activation and repression of Hox regulatory landscapes,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0677-x
16,Metabolic vulnerabilities of metastasizing cancer cells,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0672-2
17,Mitochondrial DNA: the overlooked oncogenome?,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0668-y
18,Fueling the fire: emerging role of the hexosamine biosynthetic pathway in cancer,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0671-3
19,Studying metabolic flux adaptations in cancer through integrated experimental-computational approaches,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0669-x
20,RNA-Seq in 296 phased trios provides a high-resolution map of genomic imprinting,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0674-0
21,The emergence of the two cell fates and their associated switching for a negative auto-regulating gene,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0666-0
22,Multiple levels of the unknown in microbiome research,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0667-z
23,The impact of skin care products on skin chemistry and microbiome dynamics,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0660-6
24,Inhibiting eukaryotic ribosome biogenesis,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0664-2
25,A global survey of arsenic-related genes in soil microbiomes,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0661-5
26,Q&A: Understanding the composition of behavior,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0663-3
27,Synthetic cell division via membrane-transforming molecular assemblies,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0665-1
28,Pivoting of microtubules driven by minus-end-directed motors leads to spindle assembly,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0656-2
29,A genetically encoded toolkit of functionalized nanobodies against fluorescent proteins for visualizing and manipulating intracellular signalling,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0662-4
30,Monitoring flux in signalling pathways through measurements of 4EBP1-mediated eIF4F complex assembly,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0658-0
31,Biological and RNA regulatory function of MOV10 in mammalian germ cells,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0659-z
32,ImageJ SurfCut: a user-friendly pipeline for high-throughput extraction of cell contours from 3D image stacks,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0657-1
33,Inferring cancer dependencies on metabolic genes from large-scale genetic screens,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0654-4
34,Cell size sensing—a one-dimensional solution for a three-dimensional problem?,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0655-3
35,Mechanisms of tethering and cargo transfer during epididymosome-sperm interactions,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0653-5
36,In vivo assembly and trafficking of olfactory Ionotropic Receptors,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0651-7
37,Derivation of adult canine intestinal organoids for translational research in gastroenterology,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0652-6
38,Enabling cell-type-specific behavioral epigenetics in Drosophila: a modified high-yield INTACT method reveals the impact of social environment on the epigenetic landscape in dopaminergic neurons,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0646-4
39,Correction to: Q&A: insulin secretion and type 2 diabetes: why do β-cells fail?,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0650-8
40,Meta-transcriptomics reveals a diverse antibiotic resistance gene pool in avian microbiomes,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0649-1
41,Selective processing of all rotational and translational optic flow directions in the zebrafish pretectum and tectum,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0648-2
42,The genome of the giant Nomura’s jellyfish sheds light on the early evolution of active predation,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0643-7
43,Modelling the potential of genetic control of malaria mosquitoes at national scale,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0645-5
44,Be the change you seek in science,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0647-3
45,Correction to: SKIP controls flowering time via the alternative splicing of SEF pre-mRNA in Arabidopsis,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0640-x
46,A multi-parent recombinant inbred line population of C. elegans allows identification of novel QTLs for complex life history traits,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0642-8
47,GSK-3β protects fetal oocytes from premature death via modulating TAp63 expression in mice,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0641-9
48,Mesencephalic origin of the inferior lobe in zebrafish,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0631-y
49,Correction to: Detecting neural assemblies in calcium imaging data,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0644-6
50,Behavioral heterogeneity in quorum sensing can stabilize social cooperation in microbial populations,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0639-3
51,Metagenomes and metatranscriptomes shed new light on the microbial-mediated sulfur cycle in a Siberian soda lake,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0688-7
52,Functional annotation of the cattle genome through systematic discovery and characterization of chromatin states and butyrate-induced variations,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0687-8
53,Analysis of the genetically tractable crustacean Parhyale hawaiensis reveals the organisation of a sensory system for low-resolution vision,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0676-y
54,Sodium channels enable fast electrical signaling and regulate phagocytosis in the retinal pigment epithelium,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0681-1
55,"Rapid identification of species, sex and maturity by mass spectrometric analysis of animal faeces",http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0686-9
56,"MARPLE, a point-of-care, strain-level disease diagnostics and surveillance tool for complex fungal pathogens",http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0684-y
57,Synthetic Biology Goes Cell-Free,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0685-x
58,Ancient role of vasopressin/oxytocin-type neuropeptides as regulators of feeding revealed in an echinoderm,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0680-2
59,Mechanistic interpretation of non-coding variants for discovering transcriptional regulators of drug response,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0679-8
60,FoxH1 represses miR-430 during early embryonic development of zebrafish via non-canonical regulation,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0683-z
61,Viral hijacking of cellular metabolism,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0678-9
62,mTORC1/AMPK responses define a core gene set for developmental cell fate switching,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0673-1
63,Exploiting metabolic vulnerabilities for personalized therapy in acute myeloid leukemia,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0670-4
64,RNA processing errors triggered by cadmium and integrator complex disruption are signals for environmental stress,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0675-z
65,Impact of genome architecture on the functional activation and repression of Hox regulatory landscapes,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0677-x
66,Metabolic vulnerabilities of metastasizing cancer cells,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0672-2
67,Mitochondrial DNA: the overlooked oncogenome?,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0668-y
68,Fueling the fire: emerging role of the hexosamine biosynthetic pathway in cancer,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0671-3
69,Studying metabolic flux adaptations in cancer through integrated experimental-computational approaches,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0669-x
70,RNA-Seq in 296 phased trios provides a high-resolution map of genomic imprinting,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0674-0
71,The emergence of the two cell fates and their associated switching for a negative auto-regulating gene,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0666-0
72,Multiple levels of the unknown in microbiome research,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0667-z
73,The impact of skin care products on skin chemistry and microbiome dynamics,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0660-6
74,Inhibiting eukaryotic ribosome biogenesis,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0664-2
75,A global survey of arsenic-related genes in soil microbiomes,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0661-5
76,Q&A: Understanding the composition of behavior,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0663-3
77,Synthetic cell division via membrane-transforming molecular assemblies,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0665-1
78,Pivoting of microtubules driven by minus-end-directed motors leads to spindle assembly,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0656-2
79,A genetically encoded toolkit of functionalized nanobodies against fluorescent proteins for visualizing and manipulating intracellular signalling,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0662-4
80,Monitoring flux in signalling pathways through measurements of 4EBP1-mediated eIF4F complex assembly,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0658-0
81,Biological and RNA regulatory function of MOV10 in mammalian germ cells,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0659-z
82,ImageJ SurfCut: a user-friendly pipeline for high-throughput extraction of cell contours from 3D image stacks,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0657-1
83,Inferring cancer dependencies on metabolic genes from large-scale genetic screens,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0654-4
84,Cell size sensing—a one-dimensional solution for a three-dimensional problem?,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0655-3
85,Mechanisms of tethering and cargo transfer during epididymosome-sperm interactions,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0653-5
86,In vivo assembly and trafficking of olfactory Ionotropic Receptors,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0651-7
87,Derivation of adult canine intestinal organoids for translational research in gastroenterology,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0652-6
88,Enabling cell-type-specific behavioral epigenetics in Drosophila: a modified high-yield INTACT method reveals the impact of social environment on the epigenetic landscape in dopaminergic neurons,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0646-4
89,Correction to: Q&A: insulin secretion and type 2 diabetes: why do β-cells fail?,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0650-8
90,Meta-transcriptomics reveals a diverse antibiotic resistance gene pool in avian microbiomes,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0649-1
91,Selective processing of all rotational and translational optic flow directions in the zebrafish pretectum and tectum,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0648-2
92,The genome of the giant Nomura’s jellyfish sheds light on the early evolution of active predation,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0643-7
93,Modelling the potential of genetic control of malaria mosquitoes at national scale,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0645-5
94,Be the change you seek in science,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0647-3
95,Correction to: SKIP controls flowering time via the alternative splicing of SEF pre-mRNA in Arabidopsis,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0640-x
96,A multi-parent recombinant inbred line population of C. elegans allows identification of novel QTLs for complex life history traits,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0642-8
97,GSK-3β protects fetal oocytes from premature death via modulating TAp63 expression in mice,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0641-9
98,Mesencephalic origin of the inferior lobe in zebrafish,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0631-y
99,Correction to: Detecting neural assemblies in calcium imaging data,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0644-6
100,Behavioral heterogeneity in quorum sensing can stabilize social cooperation in microbial populations,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0639-3
101,Oxygen induces the expression of invasion and stress response genes in the anaerobic salmon parasite Spironucleus salmonicida,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0634-8
102,The golden death bacillus Chryseobacterium nematophagum is a novel matrix digesting pathogen of nematodes,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0632-x
103,Q&A: modern crop breeding for future food security,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0638-4
104,Open questions: how to get developmental biology into shape?,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0636-6
105,Analysis of sea star larval regeneration reveals conserved processes of whole-body regeneration across the metazoa,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0633-9
106,Role of self-organising myddosome oligomers in inflammatory signalling by Toll-like receptors,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0637-5
107,Identification of functional long non-coding RNAs in C. elegans,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0635-7
108,Circadian oscillator proteins across the kingdoms of life: structural aspects,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0623-3
109,A role for actomyosin contractility in Notch signaling,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0625-9
110,"Transcriptome, proteome and draft genome of Euglena gracilis",http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0626-8
111,"Application of CRISPR-Cas12a temperature sensitivity for improved genome editing in rice, maize, and Arabidopsis",http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0629-5
112,Inclusive fitness benefits mitigate costs of cuckoldry to socially paired males,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0620-6
113,Thawing out frozen metabolic accidents,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0621-5
114,A deletion in the RD105 region confers resistance to multiple drugs in Mycobacterium tuberculosis,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0628-6
115,The Y chromosome sequence of the channel catfish suggests novel sex determination mechanisms in teleost fish,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0627-7
116,Comprehensive catalog of dendritically localized mRNA isoforms from sub-cellular sequencing of single mouse neurons,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-019-0630-z
117,Analysis of the human Y-chromosome haplogroup Q characterizes ancient population movements in Eurasia and the Americas,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0622-4
118,In vivo genome and base editing of a human PCSK9 knock-in hypercholesterolemic mouse model,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0624-2
119,A Label-free Multicolor Optical Surface Tomography (ALMOST) imaging method for nontransparent 3D samples,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0614-4
120,Homology-independent multiallelic disruption via CRISPR/Cas9-based knock-in yields distinct functional outcomes in human cells,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0616-2
121,BE-FLARE: a fluorescent reporter of base editing activity reveals editing characteristics of APOBEC3A and APOBEC3B,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0617-1
122,Pathological mutations differentially affect the self-assembly and polymerisation of the innate immune system signalling adaptor molecule MyD88,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0611-7
123,Biological clock function is linked to proactive and reactive personality types,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0618-0
124,Mitochondrial unfolded protein response transcription factor ATFS-1 promotes longevity in a long-lived mitochondrial mutant through activation of stress response pathways,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0615-3
125,Tackling waste in publishing through portable peer review,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0619-z
126,Trait heritability in major transitions,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0612-6
127,Two-component cyclase opsins of green algae are ATP-dependent and light-inhibited guanylyl cyclases,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0613-5
128,Detecting neural assemblies in calcium imaging data,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0606-4
129,Genome of tiny predator with big appetite,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0610-8
130,Nuclear genome sequence of the plastid-lacking cryptomonad Goniomonas avonlea provides insights into the evolution of secondary plastids,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0593-5
131,Migration through a small pore disrupts inactive chromatin organization in neutrophil-like cells,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0608-2
132,Evolution of mitochondrial TAT translocases illustrates the loss of bacterial protein transport machines in mitochondria,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0607-3
133,Precise A•T to G•C base editing in the zebrafish genome,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0609-1
134,"Classifying human promoters by occupancy patterns identifies recurring sequence elements, combinatorial binding, and spatial interactions",http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0585-5
135,Common ancestry of heterodimerizing TALE homeobox transcription factors across Metazoa and Archaeplastida,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0605-5
136,Host-parasite interactions: an interview with Emily Troemel,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0592-6
137,Dissecting the forces that shape crops: an interview with Ryohei Terauchi,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0598-0
138,Open questions: why should we care about ER-phagy and ER remodelling?,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0603-7
139,When a physicist wanders into biology…: an interview with KC Huang,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0595-3
140,Open questions: why are babies rarely born with cancer?,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0601-9
141,Communicating through scents: an interview with Jane Hurst,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0596-2
142,"On microbes, aging and the worm: an interview with David Weinkove",http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0600-x
143,Horizons in evolutionary genomics: an interview with David Ferrier,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0587-3
144,From bacterial genomics to clinical epidemiology: an interview with Bill Hanage,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0588-2
145,Systems biology of meristems: an interview with Teva Vernoux,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0591-7
146,Evolving eukaryotes: an interview with Joel Dacks,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0586-4
147,Startling responses of zebrafish: an interview with Harold Burgess,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0589-1
148,Evolutionary development and morphological modifications of the brain: an interview with Angelika Stollewerk,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0590-8
149,Open questions: what are the genes underlying antagonistic coevolution?,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0583-7
150,Open questions: respiratory chain supercomplexes—why are they there and what do they do?,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0577-5
151,15 years of BMC Biology,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0602-8
152,Studying the microbiome and its complexities: an interview with Alan Walker,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0599-z
153,Unraveling rain forest biodiversity: an interview with Thomas Couvreur,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0594-4
154,From plant immunity to food security: an interview with Ksenia Krasileva,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0597-1
155,"Correction to: The introduction history of invasive garden ants in Europe: integrating genetic, chemical and behavioural approaches",http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0604-6
156,Quantifying and reducing spurious alignments for the analysis of ultra-short ancient DNA sequences,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0581-9
157,Microtubule polyglutamylation and acetylation drive microtubule dynamics critical for platelet formation,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0584-6
158,Open questions: knowing who’s who in multicellular animals is not always as simple as we imagine,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0582-8
159,Identification of cell types in a mouse brain single-cell atlas using low sampling coverage,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0580-x
160,Food perception without ingestion leads to metabolic changes and irreversible developmental arrest in C. elegans,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0579-3
161,UBN1/2 of HIRA complex is responsible for recognition and deposition of H3.3 at cis-regulatory elements of genes in mouse ES cells,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0573-9
162,VOPP1 promotes breast tumorigenesis by interacting with the tumor suppressor WWOX,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0576-6
163,Cell type-specific expression profiling unravels the development and evolution of stinging cells in sea anemone,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0578-4
164,Brevican “nets” voltage-gated calcium channels at the hair cell ribbon synapse,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0575-7
165,Synaptic coupling of inner ear sensory cells is controlled by brevican-based extracellular matrix baskets resembling perineuronal nets,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0566-8
166,The disposable male— the ultimate emancipation of females?,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0574-8
167,Loss of males from mixed-sex societies in termites,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0563-y
168,Histone variants H2A.Z and H3.3 coordinately regulate PRC2-dependent H3K27me3 deposition and gene expression regulation in mES cells,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0568-6
169,Open questions: CRISPR biology,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0565-9
170,Reduced PRC2 function alters male germline epigenetic programming and paternal inheritance,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0569-5
171,The piRNA pathway responds to environmental signals to establish intergenerational adaptation to stress,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0571-y
172,Genome sequencing of rice subspecies and genetic analysis of recombinant lines reveals regional yield- and quality-associated loci,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0572-x
173,Heterogeneous combinatorial expression of Hoxd genes in single cells during limb development,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0570-z
174,Parkinson’s disease-linked Parkin mutations impair glutamatergic signaling in hippocampal neurons,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0567-7
175,Q&A: Array tomography,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0560-1
176,Ontogenetic and phylogenetic simplification during white stripe evolution in clownfishes,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0559-7
177,Microdomain formation is a general property of bacterial membrane proteins and induces heterogeneity of diffusion patterns,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0561-0
178,Open questions: How many genes do we have?,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0564-x
179,Horizons in the evolution of aging,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0562-z
180,Targeting the Tie2–αvβ3 integrin axis with bi-specific reagents for the inhibition of angiogenesis,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0557-9
181,A unified resource for transcriptional regulation in Escherichia coli K-12 incorporating high-throughput-generated binding data into RegulonDB version 10.0,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0555-y
182,Clonal raider ant brain transcriptomics identifies candidate molecular mechanisms for reproductive division of labor,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0558-8
183,Real-time tracking of complex ubiquitination cascades using a fluorescent confocal on-bead assay,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0554-z
184,Evolutionary stability of topologically associating domains is associated with conserved gene regulation,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0556-x
185,Attention decouples action potentials from the phase of local field potentials in macaque visual cortical area MT,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0551-2
186,Structural and functional characterization of protein–lipid interactions of the Salmonella typhimurium melibiose transporter MelB,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0553-0
187,A GWAS on Helicobacter pylori strains points to genetic variants associated with gastric cancer risk,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0550-3
188,Species comparison of liver proteomes reveals links to naked mole-rat longevity and human aging,http://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-018-0547-y
